dbID,band,n_obs,baseline,mean_mag,std_mag,mjd_min,mjd_max
1040530,r,58,3336.9333019999976,20.004568965517244,0.13442638186125944,51075.238521,54412.171823
1040530,g,58,3336.933302999998,20.34108620689655,0.17767970839481784,51075.241854,54412.175157
10408,r,53,3321.0339170000007,20.481830188679247,0.08484941952838575,51081.283728,54402.317645
10408,g,54,3321.0339170000007,20.59607407407407,0.08744730727740346,51081.287061,54402.320978
104193,r,51,2582.962685999999,19.164529411764704,0.12704211945390503,51819.364177,54402.326863
104193,g,48,2572.964270000004,19.337208333333333,0.1610191446088184,51819.36751,54392.33178
1042114,r,50,2947.9454100000003,20.53422,0.1296996977637188,51464.217586,54412.162996
1042114,g,50,2947.9454110000006,20.68384,0.14996284339795637,51464.220919,54412.16633
1042657,r,55,3336.9332950000025,19.34596363636364,0.1296393548042014,51075.234892,54412.168187
1042657,g,55,3336.9332959999956,19.769636363636362,0.15844968959335773,51075.238225,54412.171521
1043692,r,58,2934.938663000001,19.849706896551726,0.08340325980164716,51467.318492,54402.257155
1043692,g,57,2934.938663000001,19.9648947368421,0.09373678792712958,51467.321825,54402.260488
104392,r,56,3321.033838000003,19.208232142857145,0.059568984940460076,51081.287026,54402.320864
104392,g,55,3321.0338390000034,19.38514545454546,0.07172711372260253,51081.290359,54402.324198
1045019,r,53,3336.9333560000014,20.12564150943396,0.11147943279970651,51075.242677,54412.176033
1045019,g,53,3336.933355999994,20.221962264150942,0.13630002453856419,51075.24601,54412.179366
1045060,r,56,2934.938697999998,19.54330357142857,0.05246730942857166,51467.313971,54402.252669
1045060,g,56,2934.9386990000057,19.699839285714287,0.07364872629722845,51467.317304,54402.256003
1045090,r,54,2947.9454119999937,20.274388888888886,0.1377234772028339,51464.216826,54412.162238
1045090,g,54,2947.945412000001,20.32364814814815,0.16516536689783543,51464.220159,54412.165571
1045155,r,23,2934.938706000001,19.724608695652172,0.0775257259576148,51467.311645,54402.250351
1045155,g,22,2934.938707000001,19.964818181818185,0.07379248321145203,51467.314978,54402.253685
1045366,r,51,2924.940275000001,19.736313725490195,0.1411270447249124,51467.308391,54392.248666
1045366,g,51,2924.940276000001,19.942254901960784,0.14343664901235073,51467.311724,54392.252
1047301,r,54,3336.933312999994,20.28155555555556,0.1409996935466418,51075.233587,54412.1669
1047301,g,53,3336.933312999994,20.86258490566038,0.1699349968911268,51075.23692,54412.170233
104744,r,50,3321.0338420000044,20.566980000000004,0.18403689738745302,51081.282794,54402.316636
104744,g,50,3321.033841999997,20.820700000000002,0.2566829367137598,51081.286127,54402.319969
