dbID,log_tau,log_sigma,sf_at_300d,drw_at_300d,sf_excess
1102429,3.64492,-0.834886,0.12021515945902347,0.1847635072029722,0.6506434158935993
1103155,3.31308,-0.859179,0.15378577105922997,0.1713839450387349,0.8973172546849268
1103175,2.29954,-0.532112,0.1391897283846941,0.2709202146809316,0.5137664922812082
1103288,5.0,-1.125,0.0830303918876185,0.09628259201744187,0.862361410799756
1104682,3.86067,-1.07865,0.13130138219417833,0.10610326027489188,1.2374867827247087
1104883,5.0,-0.975,0.09754925495798031,0.13600277611823175,0.7172592923631022
1105129,4.67907,-1.25989,0.04177280598979906,0.07051799992678578,0.5923708277768658
1105252,2.58065,-0.663952,0.08030515778794657,0.23152073705263812,0.3468594598059203
1105293,2.49858,-0.720121,0.15538575988487507,0.19638567161675588,0.7912275809413856
1105414,2.56885,-0.681953,0.1038697068446811,0.2210722905431759,0.46984498414284587
1105980,2.6993,-0.868891,0.10616681617691415,0.15060373931814725,0.7049414354356698
1106051,5.0,-1.0,0.05749684896104715,0.12839489999949613,0.44781256078919635
1108089,2.60736,-0.467212,0.22640247208252706,0.36796632135072826,0.6152804181954762
110814,3.13574,-0.911662,0.08266201722017838,0.1491776331162429,0.5541180369564256
1108870,2.82242,-0.92563,0.1309209455964144,0.13671989108541377,0.9575852098552612
1109170,1.82958,-0.651716,0.05562946487822202,0.1348276057351578,0.41259699432395996
1109656,2.64075,-0.97322,0.14881803636327148,0.11616467143775798,1.2810954873057894
1110813,2.02382,-0.715568,0.1310422635256728,0.14212798812710006,0.9220018185896385
1111070,2.82139,-0.978559,0.04437861577901585,0.12100255323882242,0.36675768065344777
1111547,5.0,-0.625,0.15488837999156155,0.30447228979986274,0.5087109243779575
111226,3.47622,-1.00905,0.05790443054657533,0.12273881580436254,0.4717695063872143
1112652,5.0,-1.025,0.07280555165403492,0.12121260180416782,0.6006434196640728
1112738,5.0,-1.15,0.04042431199167068,0.09089662819106624,0.44472839967944794
111304,3.08008,-0.470495,0.18653554291858082,0.40900107265874186,0.45607592592848883
111332,2.76994,-0.800749,0.07904353982533167,0.17984206169737693,0.4395164239072141
1114867,3.33095,-1.02666,0.09228075943603586,0.11671201280366045,0.7906706192384478
1115475,3.29036,-0.595286,0.19653270787112684,0.3140722322467066,0.6257563951618257
1115516,5.0,-1.075,0.0963488148222231,0.1080308450715967,0.8918639371780216
1116816,3.23194,-0.832398,0.22367331087995268,0.18095424970669924,1.2360765842332793
1116910,2.74815,-0.687829,0.288105402399133,0.23184602986059186,1.2426583391243304
1117476,3.79298,-0.738101,0.2713888290842571,0.23201840434352244,1.169686645557839
1117928,5.0,-1.1,0.05794206703708509,0.10198769426420039,0.5681280222590919
111809,5.0,-1.075,0.06180914471476175,0.1080308450715967,0.572143489887524
111817,2.64601,-0.853458,0.23705230419889164,0.1533328432708047,1.5459982293566945
1118390,2.72535,-0.775455,0.13651247426202154,0.18823975911567548,0.7252053174278292
1119303,2.00664,-0.92671,0.05008476331663693,0.0859778660850635,0.5825308954177209
1119655,2.78054,-1.1531,0.0567963337673464,0.08012506333683786,0.7088460389551297
1120467,2.37756,-0.458526,0.14738487925014152,0.33680543560156134,0.4375964983667807
1121117,2.72223,-0.892184,0.0794792733183816,0.14374080160346916,0.552934674301019
1122964,2.22848,-0.62942,0.09382130621559273,0.20606724850951996,0.4552946035539381
1124174,2.98394,-1.05224,0.11952166569885322,0.10557232831206688,1.1321306218193157
1124333,1.6064,-0.561656,0.07120762821348164,0.12901470551336447,0.5519341995173204
1124595,2.58518,-0.765764,0.16502920616936018,0.1834653698718082,0.8995114788402311
1124730,2.88575,-0.859132,0.16301604451473706,0.16163879684177387,1.008520526630196
112497,2.26441,-0.797473,0.07281318297797883,0.14359388040927684,0.5070772011345043
1125199,3.05257,-0.911157,0.1765502388616492,0.1476926598476963,1.1953893920233505
1125238,2.73896,-0.956154,0.04467488187362714,0.12466289346223892,0.3583655138500328
1125521,2.36014,-0.606233,0.3757760769394449,0.2372633626406516,1.583793101291321
1126917,3.34089,-0.907141,0.08437141122351316,0.15380564177783881,0.5485586240417734
1127145,2.96517,-1.03568,0.1262414070625914,0.10931747089312324,1.1548145601174238
1127185,5.0,-0.95,0.1394171146887347,0.14406144723768982,0.9677614473684111
1128290,5.0,-0.85,0.3054536315918204,0.18136261678737234,1.6842149556649322
1128581,1.75922,-0.446292,0.012649110640667786,0.20016790599283868,0.06319250120506495
1128779,3.79607,-0.992992,0.0728685403711658,0.12902341067928835,0.5647699125881434
1129315,3.2692,-1.06836,0.07026695129607156,0.10547269770288387,0.6662098611909336
1129529,2.07645,-0.571178,0.1558195984231354,0.20807157942520033,0.7488749729952956
1129729,2.26057,-0.561049,0.15410070130856268,0.24682785253912423,0.6243246040644318
1130079,3.14899,-0.703336,0.07497124130558833,0.24139224737611337,0.3105784967019906
1130301,3.05306,-0.954686,0.12182740741496599,0.133616830146667,0.9117669329622613
113067,2.5957,-0.687373,0.19191359662991184,0.22065876798379036,0.8697302100590439
1131124,2.8988,-1.1824,0.0512145884092999,0.07699407161689338,0.665175737998805
1131341,3.3737,-0.978275,0.07447961015450578,0.1308883098122449,0.5690317971203419
113139,3.31025,-0.828068,0.138249708795288,0.1840685559693652,0.7510772715482003
1131498,3.08899,-0.880997,0.19942597109884658,0.1591301393080673,1.2532256426469202
1131793,3.49208,-1.11488,0.1016038057030009,0.0962803352050664,1.055291358163597
1131910,3.6068,-0.839662,0.15909531319721096,0.1824601481331561,0.8719455444106408
1131945,2.80213,-0.339047,0.17472298325956157,0.5250974454354306,0.3327439216823359
1131957,1.89566,-0.497206,0.10485979094760672,0.20658412217299543,0.5075888206925999
1132531,3.19263,-1.04759,0.09797945886242852,0.10980313908494056,0.892319287763116
1132612,5.0,-0.675,0.23491692300531639,0.2713612139198573,0.8656982315633943
