dbID,peak_power,best_period,rest_period,n_cycles,n_obs,baseline,null_p99,null_p999,sig_99,sig_999,log_tau,log_sigma,redshift
3016933,0.8682785932100775,420.8018371447708,114.56625024360761,6.138192571890719,51.0,2582.962711,0.9379716844386068,0.9580919868903629,False,False,3.62284,-1.25148,2.673
3054780,0.8679334772645106,404.098134705504,212.68322879237053,8.257786486522338,67.0,3336.956115999994,0.9029178704854367,0.9230256606484737,False,False,4.34284,-1.4651,0.9
370970,0.8677141137584355,546.4463220675943,137.67858958619158,6.106607775076634,16.0,3336.9333590000024,0.9818414035804084,0.9893961813908382,False,False,2.94022,-0.811214,2.969
1072267,0.8676317945526997,410.54891710231516,192.19555128613604,7.148816186667895,56.0,2934.9387440000064,0.9094877586353038,0.9386357047378912,False,False,2.90004,-0.810452,1.1361
923372,0.8676299707049757,478.0217391304347,141.18428115377006,6.947453810450678,58.0,3321.0339529999983,0.8647777745768438,0.9038993013902666,True,False,2.92829,-0.9616,2.3858
226352,0.8675767592480509,397.52327578414537,119.55587241628432,8.354313161786573,57.0,3321.0339349999995,0.8807582604826709,0.9172804806896688,False,False,5.0,-1.075,2.325
237795,0.8675459863657963,393.3631484794275,133.26664243636802,8.399465534003381,40.0,3304.040208000006,0.898916501762691,0.9216150521009994,False,False,5.0,-0.725,1.9517
912477,0.8674062327142451,417.2089934541315,233.92710594568626,7.998284280434309,67.0,3336.956134,0.8966658717277912,0.9344640264113555,False,False,3.04537,-1.06685,0.7835
350195,0.8671397846577631,420.8018371447708,174.67905236395634,7.929939946654683,62.0,3336.9332979999963,0.8545259893820942,0.8734538213688468,True,False,3.19883,-0.786156,1.409
1481181,0.8669221572510023,430.4394636390329,156.49498768915942,6.848687639087275,53.0,2947.945434000001,0.8252842411514092,0.8715243001823029,True,False,1.79677,-0.212667,1.7505
879231,0.8668591018435555,299.5572508684694,98.14791483518542,11.139551095243524,51.0,3336.9333019999976,0.8740423377682438,0.9186484594956473,False,False,2.75731,-0.773554,2.0521
196961,0.8667857161438607,410.8941418293936,99.45880033630907,8.121151290070042,62.0,3336.933490000003,0.9164955668822373,0.9313796393819515,False,False,3.23263,-0.782938,3.1313
708922,0.8667231520269165,405.43929197013,112.66270930339567,8.230414200323342,63.0,3336.933305999999,0.9167382432401026,0.9391824631332539,False,False,3.67635,-0.994422,2.5987
1451699,0.8663333151697793,409.17379977670254,165.11593550571104,7.172841202446668,55.0,2934.9386899999954,0.9361930414745147,0.955024842818596,False,False,3.3385,-1.48628,1.4781
3376988,0.8659418581194939,299.9249812453113,164.39650364246398,7.801316610190083,54.0,2339.8097379999963,0.8808660077873757,0.9397286329579754,False,False,2.64612,-0.715481,0.8244
82552,0.8659349699150349,411.2399476341874,272.8140822835262,8.075659838265945,53.0,3321.0339289999974,0.9023648335010086,0.9321099173479394,False,False,2.62774,-0.726151,0.5074
3038633,0.8657451024216394,400.127376944773,144.3721367291261,8.339734535236701,26.0,3336.956103999997,0.9515331852504284,0.962634753429602,False,False,3.90131,-0.989716,1.7715
4906322,0.8657352953683776,321.0072992700729,143.47977440221376,10.34566444922461,65.0,3321.033803999999,0.8706924605664259,0.9109769606426048,False,False,3.566,-1.08481,1.2373
3040472,0.8656263271226459,407.12830957230136,94.79563881258763,8.196325488899458,68.0,3336.9561410000024,0.8895942804864546,0.919848570552083,False,False,3.89792,-1.34021,3.2948
411323,0.8654958383618556,482.7442371020856,279.0429116197027,6.85877769950429,47.0,3311.035407999996,0.8588863701667554,0.8950931912404848,True,False,2.50987,-0.485834,0.73
435681,0.8654795170363504,317.0499603489294,141.99657844362656,9.257022800980499,53.0,2934.938712000003,0.9248276144259104,0.9411679498716268,False,False,3.5304,-0.8078,1.2328
3880256,0.865423229346515,339.0486469817284,111.59523631812534,9.795154289994752,52.0,3321.033808999993,0.892153605328458,0.9343384844783661,False,False,3.28898,-0.983743,2.0382
1218434,0.8650002391275244,428.55193919313973,265.3408081190884,3.441898643084263,19.0,1475.0323379999973,0.9385944064521763,0.9725042792001996,False,False,2.51948,-0.455552,0.6151
1277127,0.8648758226051937,416.14307342922024,157.1537286364125,8.018771280996857,70.0,3336.9561259999973,0.9211644740344183,0.9408641084705552,False,False,3.89727,-0.939212,1.648
638861,0.864692430676204,340.22899582237346,154.54417252890005,9.728863582009629,54.0,3310.041486999995,0.9226406586886902,0.9474248978881348,False,False,5.0,-0.5,1.2015
1497883,0.8645546375318007,310.6010311462674,119.48031664343263,9.491099939754418,53.0,2947.945427999999,0.8858748809270187,0.9001228561332413,False,False,3.11729,-0.789628,1.5996
2923742,0.864349757756823,419.3572995136836,145.2822794088632,6.159336434575929,48.0,2582.9626940000016,0.932866961327926,0.9558189684366932,False,False,3.04894,-0.841631,1.8865
4837785,0.8642749752754835,444.9413193039255,230.8625119617732,5.258692880356541,49.0,2339.8097479999997,0.9066173112916244,0.9344055573049868,False,False,3.18353,-0.575429,0.9273
377725,0.8641446632736751,403.76423062798375,166.37036162511177,8.264558979902672,63.0,3336.9332979999963,0.887851303280623,0.9141783899514784,False,False,3.05511,-0.563603,1.4269
986535,0.8640269723321681,411.5863359850257,165.6749732258687,8.107548364096832,59.0,3336.9561250000042,0.9207212066866165,0.9351389949409965,False,False,3.33891,-0.651256,1.4843
1430456,0.86396465001179,323.9870340356564,128.87825054125318,7.972426269119547,51.0,2582.9627409999957,0.9313725592046211,0.9474573247998532,False,False,3.44717,-0.910328,1.5139
3964586,0.8639505016675864,399.1468506080958,125.277565239037,8.360164483112461,64.0,3336.933323999998,0.8937530999841993,0.9130276975835471,False,False,5.0,-0.975,2.1861
2049798,0.863884397833825,454.88208522962344,246.74916475705095,7.3358706098867685,46.0,3336.9561200000026,0.8627940250571267,0.9029147766624815,True,False,3.22268,-0.47764,0.8435
1608996,0.8638660549868213,410.2042719895532,185.51206222392966,8.096049065731274,62.0,3321.0339129999993,0.8724011746342374,0.9001681716172065,False,False,3.34758,-0.90698,1.2112
3963102,0.8637959376990547,396.2338949454906,285.1424114460928,8.381498560230106,53.0,3321.033819999997,0.9119238747627869,0.9288738701645549,False,False,5.0,-0.625,0.3896
3652025,0.8633410198266287,514.7840337118108,145.07497286433627,4.331810992507168,55.0,2229.9471360000025,0.8946408210635707,0.9172812181684992,False,False,2.68788,-1.04722,2.5484
3750702,0.8629640376142066,921.5842414082146,478.99388846580797,3.6036139549492945,71.0,3321.0338330000013,0.8647050036355893,0.9038249157360576,False,False,3.04281,-0.581835,0.924
3424874,0.862949085388989,249.78984437123705,163.4108624697351,3.122610452652222,18.0,779.9963789999965,0.9610467904644633,0.9747155904571534,False,False,1.83375,-0.574886,0.5286
763319,0.8625958365103857,394.9528513695554,114.09875815962889,7.4311115841363735,52.0,2934.9387089999946,0.9307699810581959,0.9515842180275451,False,False,5.0,-0.95,2.4615
1684576,0.8625542198189387,397.20014450867046,137.87363133349663,8.401195656984871,67.0,3336.9561290000056,0.9066918592980407,0.9266176609260071,False,False,5.0,-0.575,1.8809
811801,0.8621625443639555,390.5337003818488,177.8791620960368,8.544546364980219,54.0,3336.9333100000003,0.9071194713491748,0.9343837718533746,False,False,5.0,-1.175,1.1955
