dbID,peak_power,best_period,rest_period,n_cycles,n_obs,baseline,null_p99,null_p999,sig_99,sig_999,log_tau,log_sigma,redshift
1658753,0.8794108276613649,507.82909930715937,348.8316384854783,6.539668292996503,29.0,3321.033859000003,0.9066499792223863,0.9506012924770824,False,False,1.85671,-0.44472,0.4558
3579762,0.8793890055271913,409.17379977670254,248.7227522805316,5.449877646655143,50.0,2229.9471449999983,0.9433155901895054,0.9601403152092614,False,False,5.0,-0.625,0.6451
3805560,0.8793667594921881,398.8210755418518,149.96092330958896,8.367050614028615,67.0,3336.9561250000042,0.8707871895366186,0.9004800172507488,True,False,5.0,-1.075,1.6595
210004,0.87927983887604,403.76423062798375,162.18036255944077,8.26455893532222,63.0,3336.9332800000047,0.8966872088928691,0.9107618684177085,False,False,5.0,-1.025,1.4896
4938823,0.8792767491463123,402.76582104588334,259.5140599522444,5.539348053929915,21.0,2231.0600669999985,0.949323620256754,0.9696793635866412,False,False,2.55518,-0.363499,0.552
513289,0.8791123265209654,432.34368855682266,164.57070098466852,6.788438891745878,55.0,2934.938710000002,0.879984923070489,0.9146380663668766,False,False,3.31836,-0.670693,1.6271
392320,0.8790924487097357,338.1102483278234,161.38143684207122,9.822340373959943,58.0,3321.033943000002,0.8961078548910745,0.9254630676962202,False,False,5.0,-1.025,1.0951
3891653,0.878967638825675,418.9977134146341,132.74123662747795,7.964084714939286,62.0,3336.933284999999,0.895034268420843,0.9100451441844338,False,False,3.41629,-1.2372,2.1565
519590,0.8786291535388779,410.8941418293936,138.42276708981055,7.142809809682344,54.0,2934.938707000001,0.9053964874842958,0.9246067155520186,False,False,3.77167,-0.956443,1.9684
1083654,0.8784680073293832,412.2808662229305,218.2535025002279,7.118784633126801,54.0,2934.9386950000044,0.9019382418738924,0.9415769941366471,False,False,2.77936,-0.61842,0.889
2559316,0.8783803433135466,405.1031687546057,124.34869198680265,8.23729943722408,71.0,3336.9561040000044,0.8815026305968748,0.9006032083732416,False,False,3.44849,-1.06526,2.2578
2117241,0.87830376433161,406.78938118582926,161.80318252489133,8.164013178807355,123.0,3321.033868999999,0.8842678228345866,0.9080636097000523,False,False,3.56834,-1.11421,1.5141
2363625,0.878233541022684,402.4341142020497,128.3476683789028,6.418349408875334,53.0,2582.9627589999945,0.9411724262060435,0.958620732627489,False,False,5.0,-1.15,2.1355
1728240,0.8781218934758392,395.2723350710048,283.47126726262536,8.42692508040474,54.0,3330.9303539999964,0.8928862114937247,0.9207109454547447,False,False,2.91751,-0.359735,0.3944
45600,0.8778079932148304,415.0825861255309,168.71218393103723,8.039203328541543,63.0,3336.9333079999997,0.881391333151446,0.9080812555797895,False,False,3.60284,-0.980616,1.4603
1540,0.8776106528331086,406.11321451657585,105.55797949641979,8.177606062273176,52.0,3321.033884999997,0.8584155837419758,0.8995947279370796,True,False,5.0,-1.325,2.8473
936612,0.8775824088055907,403.09807516040325,162.5657667206014,8.278273553333486,69.0,3336.9561350000004,0.9114201196058364,0.9322140722140861,False,False,5.0,-1.2,1.4796
142102,0.8774015342386515,314.19589912124025,88.23744639441705,10.569946365590518,56.0,3321.033801999998,0.8822188651902606,0.9260074597642973,False,False,5.0,-0.875,2.5608
3775471,0.8773184386873636,424.8261205564142,165.05152513944373,7.854875123096088,64.0,3336.9561259999973,0.8920628206878048,0.9163928852355898,False,False,3.34857,-0.834028,1.5739
770238,0.8772055094949679,410.54891710231516,131.1155202805043,7.148816130645337,57.0,2934.938721000006,0.9405374079978418,0.950215802958265,False,False,3.27791,-0.77651,2.1312
1857731,0.8764056789163006,935.7021276595744,445.12731442822627,3.1441015094820166,16.0,2941.9424720000025,0.9804955739707424,0.9896824825344763,False,False,2.76621,-0.449138,1.1021
924901,0.8761115392113217,407.8078635014836,117.96582687344045,8.182667522270231,66.0,3336.9561600000015,0.8951174862503725,0.9119359702413079,False,False,2.92992,-0.722433,2.457
610203,0.8760145278491053,403.76423062798375,110.2096928234479,8.264615626822499,65.0,3336.9561699999977,0.9143169056178447,0.9367063915139244,False,False,5.0,-1.125,2.6636
9836,0.8759257517138961,439.73602639736015,243.6210672561552,7.552335161638551,52.0,3321.033854000001,0.8821445193467573,0.920983927066669,False,False,2.73909,-0.864334,0.805
476978,0.8759215133034649,937.4973353229587,335.9603423483099,3.5594056625776505,61.0,3336.933323999998,0.8488374292453752,0.892432685131023,True,False,2.34406,-0.936894,1.7905
534468,0.8754808952602393,339.0486469817284,203.6205915450894,8.626904392742272,17.0,2924.9402619999964,0.9806867725670694,0.9884612378744776,False,False,5.0,-0.875,0.6651
561074,0.875162900870846,424.08871745419475,158.28340143104347,6.920577264159345,57.0,2934.9387359999964,0.895878841861584,0.9176343264606164,False,False,3.22707,-0.887966,1.6793
