dbID,peak_power,best_period,n_cycles,n_obs,baseline,redshift,rest_period
1103155,0.637049528169604,401.4422638064811,7.3109858368445595,56,2934.9387050000005,1.6074,153.962669251546
1103175,0.8131375321553883,300.6631571750871,11.098577345999134,51,3336.9333049999987,0.4473,207.74072906452506
1103288,0.7429342087284447,284.55516014234877,11.726841728439213,54,3336.9333259999985,1.5226,112.8023309848366
1104682,0.6973219737312248,418.6387434554974,7.041740548586798,108,2947.945415000002,1.3168,180.69697145005932
1104883,0.5740781125699441,517.5100023534949,6.4480556758797585,56,3336.9333079999997,2.0288,170.86304884888236
1105129,0.36728963749654,333.2676568657169,8.806551393562215,58,2934.938747999993,2.1514,105.75225514555972
1105252,0.6595770556101255,340.22899582237346,8.6263626352772,56,2934.938697000005,0.5986,212.8293480685434
1105293,0.7011027116694041,288.2480173035328,11.576604631025516,50,3336.9333320000005,1.0474,140.78734849249426
1105414,0.6164071335120198,492.47480403135495,5.985982198212744,112,2947.9454100000003,1.7795,177.18107718343404
1105980,0.6040421263773037,450.68661610985856,4.947888522290696,32,2229.947135000002,2.3881,133.02045869657286
1106051,0.4638058554986271,512.6238489334421,6.509516359690982,55,3336.933331,1.4991,205.1233839916138
1108089,0.6060580006612432,293.6173053812258,11.36490677096641,48,3336.933302000005,0.7801,164.944275816654
110814,0.7403688328511266,401.11273257935056,8.319190636362729,61,3336.9332890000005,1.6186,153.17831382393285
